rank,name,establishment_means
species,Stenopelmus rufinasus,NA
species,Galphimia glauca,NA
species,Ophionereis reticulata,NA
species,Hedriodiscus dorsalis,NA
species,Porcellana sayana,NA
species,Pleurotus djamor,NA
species,Pluteus chrysophlebius,NA
species,Euclea nanina,NA
species,Ficus auriculata,NA
species,Burtinus notatipennis,NA
species,Astelia nervosa,NA
species,Zelleria retiniella,NA
species,Ammospiza leconteii,NA
species,Acinia picturata,NA
species,Euastrum evolutum,NA
species,Hybobathus lineatus,NA
species,Polypleurus geminatus,NA
species,Hypena degesalis,NA
species,Chrysis smaragdula,NA
species,Valenzuela indicator,NA
species,Floritettix aptera,NA
species,Craterellus ignicolor,NA
species,Symplegma rubra,NA
species,Amblypsilopus variegatus,NA
species,Scytodes alayoi,NA
species,Phyllosticta parthenocissi,NA
species,Callirhytis quercusventricosa,NA
species,Symploce morsei,NA
species,Pleroma heteromallum,introduced
species,Andrenosoma cruentum,NA
species,Eupatorium petaloideum,NA
species,Harringtonia lauricola,NA
species,Fomitopsis cajanderi,NA
species,Miniellus longirostris,NA
species,Pseudobranchus striatus,NA
species,Graptemys ernsti,NA
species,Zalophus californianus,NA
species,Notaulax occidentalis,NA
species,Linaria maroccana,introduced
species,Leotia lubrica,NA
species,Ranunculus sceleratus,NA
species,Sparganium americanum,NA
species,Megalodacne heros,NA
species,Plinia cauliflora,NA
species,Acropora palmata,NA
species,Coryphaeschna viriditas,NA
species,Helocordulia selysii,NA
species,Istiophorus platypterus,NA
species,Aphanostephus skirrhobasis,NA
species,Tipuana tipu,NA
species,Coccothrinax crinita,NA
species,Licuala grandis,introduced
species,Coryphopterus personatus,NA
genus,Oxytelus,NA
species,Sphagnum tenerum,NA
species,Cittarium pica,NA
species,Echeneis neucratoides,NA
species,Besma quercivoraria,NA
species,Erinnyis obscura,NA
species,Geocoris uliginosus,NA
species,Lesmone detrahens,NA
species,Neoscona pratensis,NA
species,Macranthera flammea,native
species,Angelica dentata,native
species,Cakile constricta,NA
species,Cardamine bulbosa,NA
species,Carex alata,NA
species,Cyperus articulatus,native
species,Fuirena squarrosa,NA
species,Paspalum laeve,native
species,Phyllanthus liebmannianus,NA
species,Phyllostachys nigra,introduced
species,Scleria lithosperma,native
species,Solanum pseudogracile,NA
species,Suillus granulatus,NA
species,Myrophis punctatus,NA
species,Tellina radiata,NA
species,Meoma ventricosa,NA
species,Phigalia denticulata,NA
species,Lactobacillus delbrueckii,NA
species,Russula atropurpurea,NA
species,Dasychira tephra,NA
species,Ephestiodes infimella,NA
species,Iodopepla u-album,NA
species,Laemophloeus biguttatus,NA
species,Zale declarans,NA
species,Moira atropos,NA
species,Haliclona implexiformis,NA
species,Macrocoeloma trispinosum,NA
species,Synchlora cupedinaria,NA
species,Synthesiomyia nudiseta,NA
species,Lepiota atrodisca,NA
species,Oplismenus undulatifolius,introduced
species,Peziza varia,NA
species,Neoprociphilus aceris,NA
species,Diorygma poitaei,NA
genus,Paranomala,NA
species,Closterium moniliferum,NA
species,Aleiodes politiceps,NA
species,Diomus roseicollis,NA
species,Pseudosiobla excavata,NA
species,Amyna stricta,NA
species,Sericoptera virginaria,NA
species,Stigmella rhoifoliella,NA
species,Ephyrodes cacata,NA
species,Pseudacysta perseae,NA
species,Lucilia eximia,NA
species,Xylodon paradoxus,NA
species,Phalacrococcus howertoni,NA
species,Wallisia cyanea,NA
species,Ophraella slobodkini,NA
species,Favorinus auritulus,NA
species,Hyporhagus punctulatus,NA
species,Thalamoporella floridana,NA
species,Achelous sebae,NA
species,Machimus floridensis,NA
species,Platphalonidia magdalenae,NA
species,Homophoberia australis,NA
species,Cerceris blakei,NA
species,Sphaeropteris cooperi,introduced
species,Urochloa distachyos,NA
hybrid,Ardea alba × herodias,native
species,Mutarda arvensis,introduced
genus,Bifoliarus,NA
species,Eudocimus ruber,introduced
species,Limosa haemastica,NA
species,Sterna paradisaea,NA
species,Larosterna inca,NA
species,Tyrannus vociferans,NA
species,Boa constrictor,introduced
species,Eutropis multifasciata,introduced
species,Dioryctria pygmaeella,NA
species,Clemmys guttata,NA
species,Priva lappulacea,native
species,Amaranthus cruentus,introduced
species,Hypochaeris glabra,introduced
species,Ranunculus muricatus,introduced
species,Theobroma cacao,NA
species,Varecia rubra,NA
species,Gamochaeta calviceps,NA
species,Enallagma dubium,NA
species,Erpetogomphus designatus,NA
species,Oculina diffusa,NA
species,Procambarus leonensis,NA
species,Coltricia perennis,NA
species,Murdannia keisak,introduced
species,Callyspongia plicifera,NA
species,Tulipa gesneriana,introduced
species,Pimenta racemosa,NA
species,Amanita onusta,NA
species,Tolype velleda,NA
species,Aglossa cuprina,NA
species,Chroicocephalus ridibundus,NA
species,Setophaga nigrescens,NA
species,Eristalinus taeniops,introduced
species,Balduina atropurpurea,native
species,Bauhinia galpinii,introduced
species,Carex striata,native
species,Eleocharis elongata,native
species,Hymenocallis henryae,endemic
species,Liatris gholsonii,endemic
species,Rhynchospora baldwinii,native
species,Rhynchospora inexpansa,NA
species,Rudbeckia mollis,NA
species,Tectaria fimbriata,native
species,Triplasis americana,native
species,Asplenium × heteroresiliens,NA
species,Vitacea polistiformis,NA
species,Mutinus bambusinus,NA
species,Isodontia mexicana,NA
species,Streptococcus thermophilus,NA
species,Condica videns,NA
species,Disonycha discoidea,NA
species,Ophraella communa,NA
species,Stegobium paniceum,NA
species,Ophiocoma echinata,NA
species,Clathria foliacea,NA
species,Philodendron radiatum,NA
species,Begonia maculata,NA
species,Macrocypraea zebra,NA
species,Odontoscion dentex,NA
species,Strumigenys emmae,introduced
species,Aleurites moluccanus,introduced
species,Cephaleuros virescens,NA
species,Archips grisea,NA
species,Xylopinus saperdoides,NA
species,Aethina tumida,NA
species,Sphaerozosma laeve,NA
species,Crinipellis zonata,NA
species,Leucoptera erythrinella,NA
species,Trametopsis cervina,NA
species,Brachyrhynchus membranaceus,introduced
species,Leccinum longicurvipes,NA
species,Physula albipunctilla,NA
species,Tolypocladium capitatum,NA
species,Metacyrba floridana,NA
species,Rhytisma americanum,NA
species,Phytomyza opacae,NA
species,Crematogaster vermiculata,native
species,Leptuca panacea,NA
species,Desmodesmus communis,NA
species,Salpingogaster punctifrons,NA
species,Monoceromyia floridensis,NA
species,Helobata larvalis,NA
species,Hylaeus confluens,NA
species,Cosmarium pseudopyramidatum,NA
species,Rismethus squamiger,NA
species,Bradycinetulus ferrugineus,NA
species,Orphanostigma haemorrhoidalis,NA
species,Goeppertia zebrina,introduced
species,Tramea darwini,NA
species,Delta higletti,introduced
species,Andricus chapmanii,NA
species,Agallia albidula,NA
species,Xenos peckii,NA
species,Cronartium fusiforme,NA
hybrid,Viola × williamsii,introduced
complex,Tortella tortuosa,NA
species,Mycteria ibis,NA
species,Tadorna ferruginea,introduced
species,Sicalis flaveola,introduced
species,Amazona finschi,introduced
species,Psittacus erithacus,introduced
species,Lasioderma serricorne,NA
species,Quercus velutina,NA
species,Mimosa pudica,NA
species,Pavonia hastata,introduced
species,Carya cordiformis,NA
species,Laphria virginica,NA
species,Tetramorium simillimum,introduced
species,Lepas anatifera,NA
species,Ceratomia amyntor,NA
species,Panulirus guttatus,NA
species,Rickenella fibula,NA
species,Parmotrema perlatum,NA
species,Buchnera americana,NA
species,Synanthedon acerni,NA
species,Cyrtolobus dixianus,NA
species,Chauliodes pectinicornis,NA
species,Gymnosporangium clavipes,NA
species,Hypoplectrus puella,NA
species,Rudbeckia fulgida,NA
species,Gnaphosa sericata,NA
species,Agave lophantha,NA
species,Aristida gyrans,native
species,Bigelowia nuttallii,NA
species,Hydrocotyle bowlesioides,introduced
species,Paspalum blodgettii,native
species,Populus heterophylla,NA
species,Porella pinnata,NA
species,Rhexia salicifolia,NA
species,Hemitrichia serpula,NA
species,Lecanora thysanophora,NA
species,Barringtonia asiatica,NA
species,Boletus variipes,NA
species,Renia discoloralis,NA
species,Heliconius doris,NA
species,Anisodactylus rusticus,NA
species,Argyrostrotis sylvarum,NA
species,Colletes longifacies,endemic
species,Dirinaria picta,NA
species,Dirinaria purpurascens,NA
species,Donacia piscatrix,NA
species,Hyparpax perophoroides,NA
species,Neotridactylus apicialis,NA
species,Stelidota geminata,NA
species,Columbella rusticoides,NA
species,Mitrella ocellata,NA
species,Doto varaderoensis,NA
species,Synaptula hydriformis,NA
species,Eupseudosoma involuta,NA
species,Ogcodocera leucoprocta,NA
species,Pagurus brevidactylus,NA
species,Scyphophorus acupunctatus,NA
species,Pyrgocorypha uncinata,NA
species,Sicyonia brevirostris,NA
species,Ovalipes floridanus,NA
species,Podium rufipes,NA
species,Brentus anchorago,NA
species,Polypsocus corruptus,NA
species,Aphaenogaster carolinensis,native
species,Anurogryllus arboreus,NA
species,Caryota maxima,NA
species,Poronia oedipus,NA
species,Synclera jarbusalis,NA
species,Neuroterus saltatorius,NA
species,Cirratulus cirratus,NA
species,Spondias dulcis,NA
species,Gymnopilus lepidotus,NA
species,Stropharia coronilla,NA
species,Livistona decora,NA
species,Alstroemeria aurea,NA
species,Ancistrocerus campestris,NA
species,Euphorbia punicea,NA
species,Cardiocondyla venustula,introduced
species,Choristoneura argentifasciata,NA
species,Cycnia collaris,NA
species,Leucophenga varia,NA
species,Cryptobotys zoilusalis,NA
species,Nodipecten fragosus,NA
species,Litolinga tergisa,NA
species,Hapithus brevipennis,NA
species,Lepidomys irrenosa,NA
species,Erythropodium caribaeorum,NA
species,Ega sallei,NA
species,Ophiomyia camarae,NA
species,Monoplex pilearis,NA
species,Oxycopis suturalis,NA
species,Thespis parva,NA
species,Buckleria parvulus,NA
species,Aquarius nebularis,native
species,Monactinus simplex,NA
species,Flavoclypeus andromedus,NA
species,Lima caribaea,NA
species,Gonolobus taylorianus,introduced
species,Eubranchus conicla,NA
species,Dichanthelium arenicoloides,native
species,Portulaca minuta,native
species,Lysmata rafa,NA
species,Cryptocephalus aulicus,NA
species,Norrbomia frigipennis,NA
species,Timulla ornatipennis,NA
species,Galactia austrofloridensis,NA
species,Cyperus neochinensis,NA
species,Sigela sordes,NA
hybrid,Lepomis miniatus × punctatus,NA
species,Eucinostomus lefroyi,NA
species,Corythucha floridana,NA
species,Inocutis dryophila,NA
species,Pictonemobius ambitiosus,NA
species,Diastictis baccatalis,NA
species,Dapis pleousa,NA
species,Anatherum cumulicolum,endemic
species,Anatherum tracyi,NA
species,Anatherum campbellii,NA
species,Ducula bicolor,NA
species,Branta bernicla,NA
species,Callonetta leucophrys,introduced
species,Serinus canaria,introduced
species,Chordeiles acutipennis,NA
species,Hippotragus equinus,NA
species,Asimina triloba,native
species,Squilla empusa,NA
species,Aucuba japonica,introduced
species,Parietaria hespera,NA
species,Cardamine concatenata,NA
species,Psychomorpha epimenis,NA
species,Rorippa palustris,native
species,Solenopsis tennesseensis,native
species,Calendula officinalis,introduced
species,Fundulus cingulatus,NA
species,Fomes fomentarius,NA
species,Solidago rugosa,NA
species,Exidia recisa,NA
species,Dictyosphaeria cavernosa,NA
species,Elaeis guineensis,introduced
species,Juniperus squamata,introduced
species,Desmia maculalis,NA
species,Perillus bioculatus,NA
species,Argusianus argus,NA
species,Platynota idaeusalis,NA
species,Acanthospermum australe,NA
species,Ministrymon azia,NA
species,Marpissa lineata,NA
species,Hasteola robertiorum,endemic
species,Agrimonia incisa,native
species,Bryoandersonia illecebra,NA
species,Chrysopogon pauciflorus,native
species,Cyperus lanceolatus,NA
species,Erythrina crista-galli,NA
species,Euphorbia curtisii,NA
species,Fuirena pumila,native
species,Halophila engelmannii,native
species,Quercus acutissima,introduced
species,Sesuvium maritimum,native
species,Spiranthes sylvatica,NA
species,Stachytarpheta urticifolia,NA
species,Symphyotrichum divaricatum,NA
species,Begonia heracleifolia,NA
species,Priacanthus arenatus,NA
species,Evorthodus lyricus,NA
species,Olivella mutica,NA
species,Euphorbia nutans,NA
species,Oxalis florida,native
genus,Scopaeus,NA
species,Acronicta longa,NA
species,Collops nigriceps,NA
species,Diacme elealis,NA
species,Macrostemum carolina,NA
species,Parmotrema praesorediosum,NA
species,Ponometia semiflava,NA
species,Systena frontalis,NA
species,Eupyrrhoglossum sagra,NA
species,Florilegus condignus,NA
species,Cuphea micropetala,NA
species,Bambusa tuldoides,NA
species,Anelaphus moestus,NA
species,Polygrammodes elevata,NA
species,Typocerus lunulatus,NA
species,Turbinaria turbinata,NA
species,Amanita russuloides,NA
species,Phyllangia americana,NA
species,Wulfila albens,NA
species,Cosmopterix attenuatella,NA
species,Grewia occidentalis,introduced
species,Lyconotus lateralis,NA
species,Hydnellum spongiosipes,NA
species,Clavulinopsis aurantiocinnabarina,NA
species,Lobelia georgiana,NA
species,Clavulina floridana,NA
species,Penicillium digitatum,NA
species,Phyllocnistis liquidambarisella,NA
species,Pseuderanthemum laxiflorum,NA
species,Heriades leavitti,NA
species,Pintalia vibex,NA
species,Vacusus vicinus,NA
species,Thyroscyphus ramosus,NA
species,Diasemiopsis leodocusalis,NA
species,Taedia scrupea,NA
species,Phlyctaina irrigualis,NA
species,Deuterollyta majuscula,NA
species,Conchylodes diphteralis,NA
species,Nothodelphax slossonae,NA
species,Telonaca alta,NA
species,Astylopsis arcuata,NA
species,Centipeda minima,NA
species,Hypericum prolificum,NA
species,Anastrepha suspensa,NA
species,Trabutia quercina,NA
species,Aphyllon uniflorum,NA
species,Marpissa bina,NA
species,Habronattus trimaculatus,NA
species,Lasius americanus,native
species,Penaeus aztecus,NA
species,Polymerus testaceipes,NA
species,Amphibolips spinosa,NA
species,Nylanderia wojciki,native
hybrid,Passiflora × kewensis,NA
species,Bletia corallicola,native
species,Oedemasia leptinoides,NA
species,Melanthium virginicum,NA
species,Cilidius vicarius,NA
species,Limosa lapponica,NA
species,Marmaronetta angustirostris,NA
species,Sitta canadensis,NA
species,Leiolepis rubritaeniata,introduced
species,Emydura subglobosa,introduced
species,Oryx dammah,introduced
species,Cladonia chlorophaea,NA
species,Holocentrus rufus,NA
species,Galeocerdo cuvier,NA
species,Dacrymyces stillatus,NA
species,Pisum sativum,introduced
species,Vicia hirsuta,introduced
species,Lithospermum incisum,NA
complex,Tabanus nigrovittatus,NA
species,Incilius nebulifer,introduced
species,Daucus carota,introduced
species,Camelus dromedarius,introduced
species,Inocybe geophylla,NA
species,Baeospora myosura,NA
species,Mellita isometra,NA
species,Sinea spinipes,NA
species,Stagmomantis limbata,introduced
species,Ummidia audouini,NA
species,Phellinus igniarius,NA
species,Dichorda iridaria,NA
species,Strobilomyces confusus,NA
species,Myosotis macrosperma,NA
species,Sisyrinchium albidum,NA
species,Malacanthus plumieri,NA
species,Lespedeza repens,NA
species,Ischnoderma resinosum,NA
species,Begonia obliqua,NA
species,Scutellaria incana,NA
species,Garcinia subelliptica,NA
species,Portea petropolitana,NA
species,Polyxenus lagurus,NA
species,Ectropis crepuscularia,NA
species,Troglodytes hiemalis,NA
species,Lablab purpureus,introduced
species,Planorbella scalaris,NA
species,Echidna catenata,NA
species,Cyperus entrerianus,NA
species,Eriocaulon lineare,NA
species,Eriocaulon ravenelii,native
species,Passiflora sexflora,native
species,Sphagnum trinitense,NA
species,Tephrosia rugelii,endemic
species,Utricularia olivacea,NA
species,Xyris longisepala,NA
species,Urophycis floridana,NA
species,Petunia integrifolia,introduced
species,Guaiacum officinale,native
species,Hypomyces hyalinus,NA
species,Sympherobius barberi,NA
species,Selenops insularis,NA
species,Cyclosa caroli,NA
species,Lema daturaphila,NA
species,Linaria texana,NA
species,Adoneta spinuloides,NA
species,Bassareus lituratus,NA
species,Cercyon praetextatus,NA
species,Clivina dentipes,NA
species,Egira alternans,NA
species,Lippia alba,NA
species,Litsea aestivalis,NA
species,Stenodontes chevrolati,NA
species,Lampropeltis extenuata,endemic
genus,Torymus,NA
species,Calyptraea centralis,NA
